RT,SERIALNO,DIVISION,SPORDER,PUMA,REGION,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDISP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHICOVP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPERNP,FPINCP,FPOBP,FPOWSP,FPRIVCOVP,FPUBCOVP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80
P,2018HU0259927,9,01,05906,4,06,1013097,111,57,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,60,1,01,2,1,2,2,1,2,1983,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,19,0,1,0,0,190000,60,1,1,1,,1,003,999,,2,1,,1,,,1,01,0770,082,031,,,,1,23,1,,0,0220,,190000,190000,029,501,03700,006,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,119021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,104,33,111,34,118,111,34,115,197,33,33,177,106,108,197,107,180,121,108,192,117,31,106,30,101,104,33,112,197,31,34,185,119,114,185,112,188,108,119,180,118,34,116,34,116,106,30,107,173,35,33,206,115,107,190,113,192,113,109,187,108,36,103,34,106,104,30,103,207,32,34,171,104,126,202,110,179,114,106,188
P,2018HU0263893,9,05,06103,4,06,1013097,80,6,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,3,,,,,,,,,,,,,,,,,,07,,2,02,03,,1,,,,,,,,,2,924,210,,2,,1,,,,1,02,,,,,06100,006,,,1,1,0,,,,,006,345,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,1,,,1,4,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,84,129,27,80,88,137,91,150,165,27,21,60,66,83,81,139,21,72,25,79,88,122,17,84,79,135,75,146,139,21,27,93,86,90,64,138,25,88,25,77,74,121,23,76,80,131,76,136,118,25,28,82,102,77,80,162,24,78,23,79,80,127,26,78,67,132,82,119,134,23,27,69,87,90,86,128,26,97,24
P,2018HU0267566,9,04,05302,4,06,1013097,131,0,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,3,996,999,,2,,2,,,,1,02,,,,,,,,,1,3,1,,,,,006,320,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,130,225,43,38,138,127,147,196,126,43,114,45,43,208,138,218,162,111,129,37,146,38,263,226,137,137,119,50,122,201,138,220,258,34,105,45,139,142,135,196,100,253,43,47,136,115,118,201,132,44,143,40,32,220,149,238,149,136,127,44,124,39,219,214,138,154,146,40,162,192,129,201,200,43,139,36,114,156,108
P,2018HU0269092,9,01,03701,4,06,1013097,38,59,1,,1,2,2,2,2,2,,2,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,4,2,2,3,2,1996,3,2,0,0,1,0,0,0,0,0,0,2,5,2,2,3,0,0,00,0,1,,14,0,1,0,16000,0,,2,,2,,1,022,999,,2,,,6,,,1,01,6170,,,,02900,006,5,484,1,,0,9130,,0,16000,048,365,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,533030,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,66,10,31,41,45,30,42,36,63,12,42,38,13,11,44,71,59,42,38,36,44,39,11,73,66,65,64,11,30,35,57,10,50,41,11,33,39,11,16,54,10,79,43,40,35,38,33,41,12,62,38,37,64,70,31,10,12,35,38,43,37,36,67,10,11,10,13,53,43,48,12,83,31,37,63,39,39,66,59
P,2018HU0270240,9,01,05302,4,06,1013097,47,57,1,,1,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,0,10,1,01,2,3,2,2,3,2,2006,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,19,0,1,0,0,21300,30,1,5,1,,1,021,999,,2,1,,1,,,1,01,8590,174,106,,,,4,713Z,1,,0,2905,,21300,21300,039,166,05300,006,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,2740XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,78,94,50,13,14,50,69,12,84,46,53,43,42,50,45,13,67,53,50,14,38,40,14,46,41,11,51,60,57,15,75,87,85,84,15,49,50,80,84,52,12,12,53,97,95,37,18,84,11,48,47,48,55,45,42,64,17,47,44,75,49,64,86,42,51,95,42,46,46,58,13,18,11,13,86,46,48,14,11
P,2018HU0271388,9,01,09503,4,06,1013097,95,78,1,,,2,2,2,2,2,,2,2,,,2,,,1,2,1,2,2,2,2,50000,,,,2,5,,,,,,1,2,0,0,0,1,1,0,0,0,0,2,5,2,2,3,0,0,00,34200,1,,16,0,1,0,21600,0,,3,,2,,2,022,050,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0,105800,032,501,,,1,1,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,94,104,182,82,81,28,165,34,25,93,103,171,149,23,94,92,97,31,109,24,26,35,105,163,29,85,83,78,112,164,169,104,95,99,157,25,164,93,28,93,85,111,27,105,93,166,27,143,149,98,92,30,26,156,91,94,108,194,95,140,147,157,105,24,157,100,89,110,103,31,31,92,83,102,30,139,28,93,149
P,P,2018HU0273402,9,03,03721,4,06,1013097,88,30,1,,1,2,2,2,2,2,,,2,1,2,2,,,2,2,2,1,2,2,2,0,20,1,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,18,0,2,0,0,12000,28,1,1,,,4,999,999,,2,1,,1,,,1,01,4971,149,092,1200,,,6,44511,1,,0,4720,4,12000,12000,015,501,03700,006,2,1,2,8,67,015,0,0,0,0,1,0,1,0,0,,,,,412010,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,,1,0,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,87,155,73,91,73,26,89,83,150,33,139,154,79,92,24,29,139,89,109,161,87,24,92,85,84,143,86,89,29,146,26,30,78,93,143,156,27,87,90,158,76,26,86,87,85,140,87,84,28,143,27,28,82,85,144,196,34,98,98,27,83,150,87,82,83,30,82,80,125,25,164,146,81,91,28,30,139,92,91,30
P,2018HU0273402,9,04,03721,4,06,1013097,72,28,1,,,2,2,2,2,2,,,1,1,,,,,1,2,2,2,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,01,0,1,0,0,0,,3,,,,4,999,999,,1,,,6,,,1,24,,,,1200,,,6,,1,,0,,,0,0,015,501,,,1,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,72,130,70,77,64,22,66,69,131,21,117,117,70,82,20,25,118,74,79,114,73,19,79,68,72,129,74,72,21,117,23,22,66,80,123,138,20,71,73,113,71,19,70,75,72,118,73,70,20,120,20,20,70,74,120,149,22,81,81,20,74,115,76,74,70,23,70,78,117,19,116,119,68,85,22,22,123,72,74,21
P,2018HU0273402,9,05,03721,4,06,1013097,81,27,1,,1,2,2,2,2,2,,,2,1,2,,,,2,2,2,1,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,2,15,19,0,2,0,0,0,,2,,,,4,999,999,,2,,,3,,,1,01,5170,,,1200,,,6,4481,1,,0,5240,4,0,0,015,501,,,2,1,4,8,67,015,0,0,0,0,1,0,1,0,0,,,,,434051,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,,1,0,1,,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,82,142,68,86,70,23,84,74,143,28,136,143,72,84,22,26,129,82,107,150,83,21,84,79,74,136,79,80,27,138,25,28,72,87,133,147,26,79,82,157,72,26,78,80,76,133,80,75,27,131,26,25,78,78,129,177,30,97,93,22,77,138,82,79,73,28,77,72,113,23,153,131,73,84,28,27,132,85,85,29
P,2018HU0273402,9,06,03721,4,06,1013097,108,52,4,1996,2,2,2,2,2,2,,2,2,1,,2,,,1,2,2,2,2,2,2,0,45,1,01,1,1,2,2,2,2,2013,1,2,0,1,0,0,0,0,0,0,0,3,5,3,3,3,0,0,05,0,1,,16,0,1,0,0,50000,40,1,1,,1981,4,999,999,5,2,1,,1,,,1,24,8770,103,055,1200,,,2,8111Z,2,,0,7200,,50000,50000,399,501,03700,006,1,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,493023,04,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,155,195,109,104,100,32,100,88,188,35,203,202,100,109,33,30,181,118,136,178,108,29,101,117,107,170,119,111,27,160,29,38,117,103,160,194,28,102,102,174,100,35,104,110,98,195,108,99,35,174,39,34,116,122,173,230,35,124,103,30,110,177,120,102,98,37,104,98,141,32,199,172,89,114,33,30,173,116,110,35
P,2018HU0273402,9,07,03721,4,06,1013097,104,83,4,2005,,2,2,2,2,2,,,2,4,,2,,,2,2,1,1,2,2,2,0,,,,1,2,2,2,1,2,1956,1,4,,,,,,,,,,3,5,3,3,3,0,0,06,0,1,,09,0,2,10900,0,0,,3,,,1962,4,999,999,3,2,,,6,,,1,24,,,,1200,,,3,,2,,0,,4,0,10900,327,501,,,2,1,2,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,3,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,104,178,97,108,104,33,101,96,190,30,211,190,90,99,25,34,169,101,131,178,98,29,102,105,99,178,111,108,30,189,25,33,104,130,178,172,28,106,90,169,95,33,110,108,94,180,102,96,38,173,31,30,91,103,155,220,37,100,112,35,97,165,111,98,84,36,113,98,152,27,159,173,92,118,35,33,176,119,93,33
P,2018HU0273402,9,08,03721,4,06,1013097,98,28,5,,1,2,2,2,2,2,,,2,,2,,,,2,2,1,1,2,2,2,0,15,1,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,15,0,2,15,16,0,2,0,1000,10000,20,1,1,,1994,4,999,999,6,2,1,,1,,,1,24,8680,169,103,,,,6,722Z,2,,0,4110,4,10000,11000,313,85,03700,006,2,1,2,8,67,015,0,0,0,0,1,0,1,0,0,,,,,353031,,3,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,98,176,73,104,80,33,87,96,155,29,161,159,82,91,25,35,138,100,115,157,100,23,118,110,97,176,117,119,28,196,26,31,99,102,170,195,29,86,97,152,80,29,105,110,97,157,109,91,26,177,26,26,100,89,171,191,31,104,85,30,94,173,108,113,93,34,95,96,150,26,164,169,84,97,35,37,143,108,94,29
P,2018HU0273406,9,01,09903,4,06,1013097,283,54,1,,,2,2,2,2,2,,,2,,,2,,,2,2,2,1,2,2,2,0,,,,2,3,2,2,1,2,1998,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,0,1,,13,0,2,0,0,0,,3,,2,,1,939,999,,2,,,6,,,1,01,,,,,,,4,,1,,0,,4,0,0,006,120,,,2,1,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,504,351,470,89,98,277,304,349,506,265,80,289,82,81,427,286,487,229,275,336,97,280,81,519,483,272,265,266,85,272,455,329,512,423,88,241,89,270,224,313,477,269,435,87,82,320,282,332,456,298,85,220,70,84,379,308,539,272,293,285,110,247,101,517,457,292,285,274,82,269,466,346,475,475,98,279,91,238,253,275
P,2018HU0273406,9,02,09903,4,06,1013097,560,28,1,,1,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,0,90,1,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,18,0,1,0,0,20000,40,1,4,1,,1,939,999,,2,1,,1,,,2,01,6170,064,013,,,,6,484,1,,0,9130,,20000,20000,006,120,09900,006,2,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,533030,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,573,728,184,198,757,554,536,886,512,199,603,190,218,766,599,851,516,649,572,216,554,174,899,885,639,473,507,167,517,855,633,1005,866,209,483,161,593,511,527,791,597,850,186,163,613,476,607,949,645,179,389,170,215,792,597,750,583,559,462,195,467,186,1006,1057,640,592,615,169,594,1107,645,846,827,239,530,202,526,483,569
P,2018HU0273406,9,03,09903,4,06,1013097,262,19,1,,6,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,10,1,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,15,0,1,,16,1000,2,0,0,0,12,1,6,1,,1,939,999,,2,1,,1,,,1,01,8990,108,067,,,,6,8121M,1,,0,4522,4,1000,1000,006,7,09900,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,395094,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,332,386,77,118,271,243,350,460,236,75,209,81,98,342,239,437,271,271,252,80,235,94,477,469,242,306,221,65,262,440,309,376,397,95,237,95,295,253,272,406,313,396,93,90,264,266,289,400,280,75,186,84,101,374,308,476,298,266,257,76,232,95,430,382,257,319,257,82,265,468,334,396,364,101,207,81,239,234,304
P,2018HU0273413,9,01,11105,4,06,1013097,105,30,1,,1,2,2,2,2,2,,,2,3,2,2,,,1,2,2,2,2,2,2,0,30,1,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,16,0,2,0,0,30000,45,1,1,1,,1,210,999,,2,1,,1,,,1,02,2170,046,010,1200,,,6,3252,1,,0,7750,4,30000,30000,006,156,11100,006,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,5120XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186,158,104,122,30,92,79,86,104,35,108,124,173,167,38,32,196,120,32,102,197,170,108,104,34,99,116,106,104,38,89,103,170,183,30,31,186,93,32,111,200,154,129,104,30,101,91,102,137,27,113,109,170,167,33,28,208,99,29,132,180,134,132,100,34,127,94,128,133,26,95,98,166,140,26,38,211,90,31,106
P,2018HU0273413,9,02,11105,4,06,1013097,115,72,1,,,2,2,2,2,2,,,2,3,,2,,,2,2,1,1,2,2,2,0,,,,1,1,2,2,1,2,1981,1,4,,,,,,,,,,2,5,2,2,3,0,0,06,0,1,,01,0,1,0,0,0,,3,,2,,1,210,999,,2,,,6,,,1,02,,,,1200,,,1,,1,,0,,,0,0,006,156,,,2,1,3,1,01,001,0,0,0,0,1,0,0,1,0,,,1,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,154,130,105,29,108,122,120,138,38,112,115,187,177,40,37,205,122,32,108,250,190,109,115,33,109,145,132,130,38,98,124,176,175,28,35,207,124,38,128,221,141,119,131,34,118,93,142,119,32,106,106,171,203,36,46,255,93,33,146,199,200,117,109,31,107,145,103,145,33,100,133,177,203,31,27,202,126,32,109
P,2018HU0273413,9,03,11105,4,06,1013097,121,65,1,,,2,2,2,2,2,,,2,3,,2,,,2,2,1,1,2,2,2,0,,,,1,1,2,2,1,2,1981,1,4,,,,,,,,,,2,5,2,2,3,0,0,06,0,1,,09,0,2,0,0,0,,3,,2,,1,210,999,,2,,,6,,,1,02,,,,1200,,,1,,1,,0,,4,0,0,022,156,,,2,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,1,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,169,139,123,33,122,125,121,115,41,139,109,178,215,37,37,248,131,36,123,209,187,132,131,39,130,127,139,112,37,96,133,193,161,34,39,213,116,39,126,231,163,118,126,37,134,107,125,133,33,116,122,178,195,36,37,278,103,35,118,226,237,131,122,33,113,131,117,137,29,118,138,208,216,33,32,197,151,37,120
P,2018HU0273414,9,01,03758,4,06,1013097,158,42,1,,,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,1000,0,00,0,1,,19,0,2,0,0,0,,3,,2,,1,902,999,,2,,,6,,,1,01,,,,,,,6,,1,,0,,4,0,1000,006,7,,,2,1,3,2,02,002,0,0,1,0,1,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,303,278,166,47,45,138,267,44,245,165,157,175,167,146,175,43,250,156,161,54,155,172,48,136,153,46,159,166,167,47,231,281,311,287,45,156,147,248,45,143,299,233,155,44,50,132,247,49,276,180,156,168,171,146,178,42,287,152,167,49,171,161,50,151,153,49,164,181,169,42,258,261,283,246,51,156,147,290,52
P,2018HU0273433,9,01,05911,4,06,1013097,92,68,1,,,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,29000,,,,2,1,2,2,1,2,1969,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,40000,1,,16,0,1,0,20200,0,,3,,2,,1,022,999,,2,,,6,,,1,01,,,,,,,1,,1,,0,,,0,89200,006,501,,,1,1,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,95,81,83,29,145,26,92,156,152,142,93,28,153,96,89,94,87,83,154,139,92,100,94,166,28,163,90,27,26,27,98,150,27,92,90,89,98,86,29,26,93,88,83,24,171,27,91,156,157,156,98,25,161,86,95,93,90,87,167,166,88,90,93,152,28,151,96,27,27,26,90,164,25,96,95,97,90,115
P,2018HU0273433,9,02,05911,4,06,1013097,91,68,1,,,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,5600,,,,2,1,2,2,1,2,1969,1,4,,,,,,,,,,2,5,2,2,2,0,0,01,0,1,,19,0,2,0,9900,0,,3,,2,,2,089,022,,2,,,6,,,1,01,,,,,,,1,,1,,0,,4,0,15500,006,501,,,1,1,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,90,81,82,31,152,26,95,139,153,145,96,28,144,90,84,86,85,91,159,152,93,99,99,161,25,157,92,28,25,26,97,163,26,89,93,88,91,91,28,26,94,88,94,23,170,28,94,142,147,150,100,25,164,83,89,92,92,86,164,162,86,87,86,152,27,148,88,29,27,25,95,161,25,93,94,90,88,102
P,2018HU0273453,9,01,06502,4,06,1013097,59,74,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,353000,,,,2,2,2,2,1,2,1962,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,0,1,,16,0,2,0,18000,0,,3,,2,,3,995,999,,2,,,6,,,1,01,,,,,,,3,,1,,0,,4,0,371000,020,501,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,64,19,58,18,59,59,18,63,105,19,18,96,63,60,95,54,97,16,55,60,63,102,58,108,59,55,100,62,16,101,101,18,63,57,17,60,19,17,56,57,63,104,58,98,57,60,97,64,19,102,104,18,57,60,18,61,17,99,60,59,62,17,63,17,60,57,15,60,99,17,17,107,54,61,107,58,103,99
